entref,payeref,deathcode,birthdate,deathdate,mfullemp,msubemp,ffullemp,fsubemp,unclemp,unclsubemp,dec_jobs,mar_jobs,june_jobs,sept_jobs,jobs_lastupd,legalstatus,prevpaye,employer_cat,stc,crn,actiondate,addressref,marker,inqcode,name1,name2,name3,tradstyle1,tradstyle2,tradstyle3,address1,address2,address3,address4,address5,postcode
3209653352,8276425,590591,261213,121110,6,1,5,7,7,7,4,7,3,1,8,2,6,9,9,9,5,5,4919,7,EW6X13XVB3,6JR9NEU12C,RYYPRL9PTG,3,6,4,W3E9OTACOO,TNRCEMM8TC,L08G198XKX,INC11O65F5,J2LI8V6CF6,PKRN WGK
6650807096,1102236,544603,201112,141214,7,2,2,5,2,6,4,3,7,4,1,9,8,2,8,7,7,9,3571,9,VWZGPJ7QQS,SB7AAU8I72,UW7V7T4WZU,5,9,2,XP6EIBC6PW,RKBVUXITW4,58QRZ1UR7G,JQNHKQW2R4,2PUEK7A2WT,DTH3 FRK
1896813441,2970709,127343,191010,141213,5,9,6,6,5,3,6,9,6,4,8,7,1,4,8,9,7,8,1368,4,IT9WA7UHXU,6RV1UT4C35,AT4QPIA7BP,6,9,9,MH1GER7OB7,O77V76ITRH,1RFBCWWOD2,LEUY91PQVG,FRCHUT40KP,DA02 CZS
1752871506,1762888,756751,141016,261215,3,6,4,2,9,7,3,6,5,2,9,9,5,3,7,9,6,7,8005,5,FRDYGXUKHZ,YZHSBIM2IA,BBS9G3RTU8,9,2,2,TQFUNTRF08,XFH3QURDNM,JBCQQ0ROQC,TFDV68S8ZI,UD0WA6SZUR,E27A 4XB
4375592290,9530124,674829,301011,261213,1,2,6,8,7,6,5,1,8,7,8,8,1,1,3,8,5,2,2526,3,QYX11YX3X2,YRKN6B9ZZ2,74RJMSPQ14,6,9,6,580BMEF1HY,RQ3LI9Y4XY,GTKE5224OS,ZLSR5XOX28,0SPPYG2CH7,NZYM B26
4183569561,6460493,537579,261110,251011,9,6,1,9,5,5,2,6,6,8,7,2,1,7,9,7,7,6,9749,1,5CWFWUHI8Y,OFMDW1G4S3,9V2632JEOD,9,7,1,B7AIYNW8CY,G646V5N48N,IK4NVXSRMJ,UB43XTCWED,SARYWMIG9C,6SQM CVS
4790090263,6196243,690550,111213,221112,6,7,5,6,3,9,5,9,4,8,7,6,6,4,1,5,8,1,6056,5,PGXD1YE500,0BT3VIO9UD,BMVTU0UWX7,9,6,1,J1U6US0FEQ,HFHVS31RGT,2ITZXN4VEP,2YJ7PPIVCO,GOE8EV1FWS,E5T5 YTE
8480171002,7541833,923373,151212,101010,7,7,2,8,9,8,8,2,1,5,6,3,3,8,5,8,3,4,6860,9,8IX4NXCYHJ,8WYDGO9QZM,BG3OVBPSU7,6,1,3,627E5NYRAJ,Y2LN746YIZ,QONAYR7WHO,74GP180ZLQ,RZR24DCYWY,D0X6 R11
9390015979,9302241,296215,211012,141012,4,7,2,8,8,3,5,9,1,7,9,1,7,7,7,8,4,5,7714,9,PC3J661C4T,4U9XDS18PD,HRCKRPGFX8,3,9,3,25HSPG7IEA,XYC4XF7WA7,YSEPPXYWHY,7Z5LM7W004,UVEB6UCPSK,797M DEV
7749638173,3878310,958120,251011,211211,3,4,4,8,1,9,8,6,8,9,3,2,2,3,6,1,3,9,4916,6,KR136EQTVG,VOEYWGHUWK,B0HTWNO5Y2,5,3,5,7QVKBSNDK7,NISA4PAARE,NQZ0JLKHG8,74JJKMOR5Z,R55RR03MFW,J4MT MBK
6179551947,5339118,853111,191114,141112,1,1,2,9,1,9,6,7,3,5,7,6,6,9,8,3,8,1,9880,9,L1RI9Q7F1D,WCX5722EW5,W24AEWPCOK,6,4,3,9DSXXGPJ2B,A1UHNG1TBO,Q9B7TX1G2S,XSLL8OEROC,1CHMNR8FK5,HZIL RRO
2018923494,5320170,422026,221212,121211,7,5,5,4,1,1,5,8,2,3,8,9,3,8,6,9,8,3,2526,9,S0R2HGSE9W,E4MRX5DDIG,SXHVQ8HFW2,9,4,7,34PU9DNBEF,BTBL20DQAK,2WY6XYUMAB,W8I4Z4S6GL,34DBI2KKD5,8EUO UNQ
3874316316,9960569,285725,191210,101015,9,3,9,8,3,6,1,7,2,5,7,3,6,1,5,7,4,6,2386,3,GWUUKNGJOK,67VKPRDBYV,4DRUUFLM50,9,7,7,GQU2HX4K1B,VSE2T15OZ9,41S0S9K04P,KPJQX3UR7C,YCHYFLAXRR,EPX1 DOB
5826233181,8316861,721114,211012,191215,6,4,3,7,4,3,7,5,8,2,3,4,7,3,3,4,4,3,6705,5,HKDRGZNZC8,93G81MUPI6,OPY80CNHG0,8,9,8,2ULGT7K2TN,XD8E14WY26,E8XAJQYXID,NLS33KBLGU,7I6NZW9BXT,0LGU 16B
2414393314,3459604,257831,231016,181111,6,2,1,1,4,4,1,1,4,8,4,3,8,7,4,1,8,7,8890,5,3NMHUK6HEE,KWAKHIWCQ0,BGZ5CWQ0Q2,4,2,6,R9B5GEYLGW,JI09BCIB9H,T5MQ67FWEO,4NVVI457RQ,89BDQVZ8XO,87EC ZR4
6650741432,8335171,274883,281015,171115,2,2,4,5,9,7,7,9,1,4,5,2,4,4,5,8,9,6,5441,4,UFT69B6N0V,F8NCJ6WBTN,2QEP2SB88A,1,7,4,8XI0OKVAV6,63HJY7T75Z,WE1PSTCJ60,Y78JLZ1M1P,WP1REMXFP5,3YG7 W64
1560614211,6213476,508599,121013,271012,5,2,8,7,9,7,1,1,7,7,7,7,4,3,7,7,2,7,8116,3,4WH1J4EQC3,FTREB0HNH6,FSIP2B65LO,1,1,3,RJN0W7QYBZ,T93BDQEAKJ,EPFZIL8EHN,EOHJ5N3FAG,Z5USI7E8XP,294I KA3
3244301304,2391498,933614,161010,111213,8,6,3,1,9,9,4,4,5,9,3,4,6,4,2,3,4,6,4237,7,CK04U9LENH,0IY4HA4BHR,H52SKPOTJT,3,8,2,3MK5U3ICE4,UYHC1VUO0C,RWSSBF3K2P,QKVS12GQ3U,8JOM3KUBZC,8AEE X66
2267523447,3883652,629862,231212,241113,4,7,3,3,2,6,7,3,3,2,9,4,1,5,6,4,8,7,7611,1,GD1NEGQC62,XK4RC9UTL4,12UCAP352P,9,9,2,45Q9BT2SU9,ACXQTSB9EA,G8MPSUBZ1R,DW5OO9ZPUU,4A6O90USVM,IGFP 4T8
2921279968,9623981,479091,101214,261014,9,1,4,6,8,7,7,4,3,8,9,2,1,6,3,5,7,2,2686,8,30PKRSA125,0UVEKFU8CB,B90IF76GRY,7,2,5,J58QC3BH3Y,5C9BDX5ZC4,SGE2F3RQYK,R3DCBKSE16,MXZQXLCTJJ,I1UY 4KB
6830654878,6144383,241985,191011,231116,4,2,5,1,4,5,8,6,8,7,3,3,7,6,6,9,3,8,1917,1,IZ9PKZHF0G,OULV4HCHSL,3NGDNEOG1H,8,9,4,VYK7UVN1LH,587H201E6X,H5Z3ZZKAVM,C331S2HZQZ,2DDERMD8CC,6T15 EVA
6488380921,4261057,356012,111210,291115,6,6,8,9,6,2,2,2,5,1,4,3,8,6,4,5,6,8,2112,9,MBYEQGUMCN,IRIQGLRPKE,NCELIK3MIG,1,5,2,Y01Z29SJYO,NUEXMGZTBO,AO5RUG561Q,RHE27CXIND,MSHNMRGM3G,SFGO VHZ
5683960343,5434554,108294,211114,231116,3,9,4,7,6,2,3,5,8,9,5,5,9,3,7,7,4,2,8526,9,XDSQUE3C9O,QRJ1ZMJV06,J0T4NJYJT5,6,8,8,EVAVK0FSD5,5LTQPEJ7M1,GOE77W63VV,3D38EK6Z4S,JBL9IWLFDM,I3OV 67V
1452839833,6527658,737053,261112,121014,8,1,7,7,6,7,3,1,1,4,2,1,7,5,9,3,2,8,7728,2,KRLNN0BDO9,1BKSH2YFVM,E5T86N4WBW,7,8,6,03IZW51HX1,T423W1IDMJ,9ABWSHKPZY,2WKZ7OTF94,4TAQZADLFN,1DPI M4E
3670835368,6507570,191975,211216,241210,9,5,2,2,9,9,9,8,7,9,7,8,9,3,9,4,7,3,4830,4,LADX3HWP85,6KKT8EOL3J,L4LRCPCIX9,2,8,7,XY7BRTC2VO,UUWO29YXIS,1T5QO72NIL,NS17QTUVQ2,WOUFFZ2RWY,Y9EA GTO
4850441179,7741177,104389,271016,201110,2,6,3,4,8,6,4,5,2,5,7,5,9,2,2,5,4,6,5539,1,VDCHLDV9KU,S8GH9WQP86,UO6YCTWDMX,1,6,8,41W14CMT2H,ICNZY4Z73T,QZB1GPTA0M,L21R6MC4JJ,PN3BOMH6DC,042Y SJJ
9537075754,8394854,893102,111114,191216,5,2,8,7,1,1,8,9,9,4,1,1,5,7,4,1,6,3,9992,6,XE1Q9YIP8T,ZRCX0CPIXI,E6RKRUQAG7,8,1,5,B0E8891867,R948VVCRT9,V99DCXAUXI,7XPFL3US6H,KRC20IMN7F,YCF1 8TE
9213561686,1671206,491565,291212,301113,2,7,6,7,5,8,2,9,7,8,5,7,6,4,8,3,4,2,2697,1,JQ3JSO8GLU,04X7VYCDGG,PWJQZXWVR7,7,8,2,3OI5VEE63R,R9DXYHB9BR,K20AESWDCD,NESA8R8P39,YL38RSIO3N,YGU5 YMU
6035268703,3962500,349399,251213,251010,3,7,4,6,9,9,2,6,1,5,6,4,9,7,9,9,5,4,5724,4,P3CA53IR42,CXU9XMN58J,Z1Z9FZVYKK,5,6,8,ZPUOZE7WF4,3EPI9WOAZQ,YDFBJR7CC0,41I37OO723,G9Y2QY5ZHO,2IKC TO5
1273224031,5859004,996794,211013,161114,1,8,7,5,6,5,5,6,6,8,4,2,3,2,3,4,3,9,9261,4,S11IAF1ZGP,5XXW4QRYKT,JUOHH1YA1R,3,7,5,0MYHLZNPJ1,673Y3T7C5G,FGIZ967HX0,DZZR1K4X66,BU6XOA3U0W,9E1Q B79
5499005048,4413181,886987,281115,111013,5,4,1,9,1,6,3,7,6,4,6,5,3,7,1,4,1,4,2905,2,PXHE85VONP,PLNOOW4LL2,WDK2W6OG0V,4,7,1,9M7QI23EA6,TYK6OKEEUH,WWDSX8ANSZ,6I83SF67Z5,YERG5WBI2P,SAN3 VEH
8131396673,4590820,484333,301214,171010,6,2,5,2,4,2,5,5,7,9,9,2,6,7,2,1,6,5,5643,7,8CTK44ID8T,AE6CEA5JZ3,BHLTVHX8UP,3,7,3,J8ANV9D983,UXAUS7HURB,2DPG91VHNH,Q7K9PZW9LR,D4XNAXDVYT,DYYN U7O
1716771172,7613362,348840,111114,101116,9,7,7,8,5,7,4,2,2,9,1,9,9,2,5,4,6,8,4264,7,XV4W37C62R,V6BSAIHO2C,NAULYYVWST,6,8,8,UBE5Q721Z0,IP04Z6NCXN,GXV1MKQGCY,KNGU7AACZF,JD1NSPHOGN,MPML OOL
4482953017,7640378,733296,291110,191210,5,2,7,8,5,1,9,3,1,7,1,2,9,2,1,6,4,2,1707,3,2OBIRAPB0M,1IYK9ZH5D5,M5LBZBMHUQ,7,5,6,HC66W8PGV9,WUN7K0X72P,P9OMAAYPC0,0VZH1NZRLL,4TA5V1J0F6,2E8A VS9
3095013808,5391536,213058,131015,181111,9,5,5,6,8,1,8,4,9,7,5,3,4,5,5,7,4,6,7279,6,OPZ1GTO6RR,G9NWK86JYK,B30VUO7HKU,8,1,3,UQN7P4A2SU,LCPWDUGRRX,55YSYZNK4T,8JMA3J7RR6,RJLSR0076Q,KXVM A68
6433610844,5465609,562926,111211,181211,9,1,8,7,4,7,2,3,6,9,6,2,4,6,3,2,4,3,8447,4,0FIO9HI2IO,I62JW63SBD,U6AFLWJTZ7,9,9,9,VWUBR8IK0Y,FKZ0ZR5RZL,TUZCRVYK7B,SVKNM0KOTV,AF0M61C9Y7,2I64 9GT
7782279760,4951143,585943,231214,111014,4,4,1,1,2,2,4,4,6,1,9,8,6,3,5,1,8,2,3808,2,9R8AHN9HK8,MNQPH915MY,RZIV8QWII4,7,2,9,9GITTDQ8PN,BAG0JPPQ5N,NR85XZ3PX1,457WCU61PC,YL6PRKRSH6,ZA0N FR6
1789784886,3187737,794063,291214,211016,7,8,5,7,1,9,4,9,1,5,4,8,5,6,6,5,3,3,2483,9,D82MR362FX,1RXT7Y2LMH,ZRXG4N20KK,1,9,7,I28FDB67QJ,DIF1URCA6X,PMVBO2OSNG,MGIJWCPRHF,518FMNJZR9,JJTU 2EC
4317852357,3124112,587537,111215,191015,6,5,7,2,6,4,7,7,9,5,1,2,6,8,2,8,5,2,3147,4,BPJEIKHJI6,OI6250MDTS,1TSWEE5SBI,1,3,8,ESYAHQJJD8,D5E5N7W75O,WK8WT9K4RG,ZO0SSB6WA1,1TCQ1A0OXI,P19M NVJ
7921494929,7558761,382906,131212,301016,6,2,9,4,5,4,9,7,5,9,8,5,5,3,8,8,2,5,1003,2,PGFIJI2WQR,JQO08296JA,ZOE4BQSXSS,5,9,8,VZIDKDKROI,5GMIFKVS3H,IH1XYXC1HR,TI4UT2G25X,7Z83KJQFPZ,CF1O 41D
5512273103,8436510,894482,191116,261111,9,4,3,1,5,2,5,2,1,5,9,2,2,3,4,9,2,3,2092,8,TB0X8HRTZW,4EVL3LGWAT,RXZ3HBCY7W,9,4,6,XFASG915X9,AN30EPP1M9,RREF9N763H,5D2JSXK62P,SH4XAYH157,V4X7 JGY
